Date,r,RV W,RV M,PC1,PC2,year_month
2019-05-19,-0.7618967345103074,2.840764827244553,15.56016099882159,-0.5814632408519514,1.6973090353308076,2019-05
2019-05-26,-1.177374971535884,1.6459662322956106,15.56016099882159,-0.5814632408519514,1.6973090353308076,2019-05
2019-06-02,-2.6533792742947533,1.7311523058598326,13.516465254470791,-1.4920026771025265,0.020094552773884396,2019-06
2019-06-09,4.312540332884797,2.588255886435799,13.516465254470791,-1.4920026771025265,0.020094552773884396,2019-06
2019-06-16,0.47358195062740216,0.6724513300587601,13.516465254470791,-1.4920026771025265,0.020094552773884396,2019-06
2019-06-23,2.175011087449252,1.391897170758927,13.516465254470791,-1.4920026771025265,0.020094552773884396,2019-06
2019-06-30,-0.2953032146588106,1.1962189972797246,13.516465254470791,-1.4920026771025265,0.020094552773884396,2019-06
2019-07-07,1.6402427344078114,1.1342341361708554,4.645924414333633,-1.2695116517911331,0.40927109569452,2019-07
2019-07-14,0.7781320865427797,0.8469672486076737,4.645924414333633,-1.2695116517911331,0.40927109569452,2019-07
2019-07-21,-1.2406688048744985,1.0284335725654208,4.645924414333633,-1.2695116517911331,0.40927109569452,2019-07
2019-07-28,1.6410278926185966,1.2587327775523518,4.645924414333633,-1.2695116517911331,0.40927109569452,2019-07
2019-08-04,-3.1493530361612887,1.6254860100066981,41.765499673768815,-0.6051175918988576,1.5692543560686556,2019-08
2019-08-11,-0.4580706591461312,3.835774401148502,41.765499673768815,-0.6051175918988576,1.5692543560686556,2019-08
2019-08-18,-1.0321520432723919,3.839607750235986,41.765499673768815,-0.6051175918988576,1.5692543560686556,2019-08
2019-08-25,-1.4495144272481417,3.109267111854965,41.765499673768815,-0.6051175918988576,1.5692543560686556,2019-08
2019-09-01,2.7489005661775336,1.820806956365369,9.086379836478383,-1.08444178395143,0.5140283455844817,2019-09
2019-09-08,1.7696819671872557,1.822428218784495,9.086379836478383,-1.08444178395143,0.5140283455844817,2019-09
2019-09-15,0.9582249474685554,0.7797208189341853,9.086379836478383,-1.08444178395143,0.5140283455844817,2019-09
2019-09-22,-0.5107078842577725,0.6380707194535049,9.086379836478383,-1.08444178395143,0.5140283455844817,2019-09
2019-09-29,-1.0171649928156858,1.197788985174153,9.086379836478383,-1.08444178395143,0.5140283455844817,2019-09
2019-10-06,-0.3307530904682223,2.7679810372135343,14.887519266727038,-1.0073953209877167,0.15502392400832726,2019-10
2019-10-13,0.6166566774626137,2.2528071625232626,14.887519266727038,-1.0073953209877167,0.15502392400832726,2019-10
2019-10-20,0.5348795410051899,1.1274063223340096,14.887519266727038,-1.0073953209877167,0.15502392400832726,2019-10
2019-10-27,1.209920236261504,0.9378779863065956,14.887519266727038,-1.0073953209877167,0.15502392400832726,2019-10
2019-11-03,1.4569649285602668,1.1993890825311837,2.616699623477795,-1.120137240870967,0.09180050527328673,2019-11
2019-11-10,0.8496872075177881,0.5435417799319725,2.616699623477795,-1.120137240870967,0.09180050527328673,2019-11
2019-11-17,0.8813030850472076,0.814107578804294,2.616699623477795,-1.120137240870967,0.09180050527328673,2019-11
2019-11-24,-0.32644323416375276,0.4689953472952516,2.616699623477795,-1.120137240870967,0.09180050527328673,2019-11
2019-12-01,0.9818864927718126,0.970861425066113,5.531415371476099,-1.3119497888990836,-0.3357180701597066,2019-12
2019-12-08,0.15683216138175238,1.5626579974296568,5.531415371476099,-1.3119497888990836,-0.3357180701597066,2019-12
2019-12-15,0.7249814201662016,0.9622199195220645,5.531415371476099,-1.3119497888990836,-0.3357180701597066,2019-12
2019-12-22,1.6407177956679324,0.9754734548945462,5.531415371476099,-1.3119497888990836,-0.3357180701597066,2019-12
2019-12-29,0.5819347961542292,0.5191606814223118,5.531415371476099,-1.3119497888990836,-0.3357180701597066,2019-12
2020-01-05,-0.1596919437797032,1.2731150563571367,4.878320582708358,-0.8606911435737665,0.8832662745793438,2020-01
2020-01-12,0.9384395224720441,0.9818993206229917,4.878320582708358,-0.8606911435737665,0.8832662745793438,2020-01
2020-01-19,1.9491234122442662,1.1764162628497374,4.878320582708358,-0.8606911435737665,0.8832662745793438,2020-01
2020-01-26,-1.0309429305739857,0.9536336490748888,4.878320582708358,-0.8606911435737665,0.8832662745793438,2020-01
2020-02-02,-2.1454605641228044,2.6098975686043597,13.807157890256711,-0.3537855127565693,1.3673737948551894,2020-02
2020-02-09,3.119018438525515,2.0949082524981373,13.807157890256711,-0.3537855127565693,1.3673737948551894,2020-02
2020-02-16,1.5638651650275146,1.0182540687718944,13.807157890256711,-0.3537855127565693,1.3673737948551894,2020-02
2020-02-23,-1.2626092362680095,1.2530405566837992,13.807157890256711,-0.3537855127565693,1.3673737948551894,2020-02
2020-03-01,-12.206228058123822,6.504119059267404,776.2170394553291,6.071083905044919,7.239516169619975,2020-03
2020-03-08,0.6125007114764471,7.768131309094656,776.2170394553291,6.071083905044919,7.239516169619975,2020-03
2020-03-15,-9.203469877635534,17.015740703196048,776.2170394553291,6.071083905044919,7.239516169619975,2020-03
2020-03-22,-16.22790202521717,15.654071385044949,776.2170394553291,6.071083905044919,7.239516169619975,2020-03
2020-03-29,9.769670746182896,11.789157225025926,776.2170394553291,6.071083905044919,7.239516169619975,2020-03
2020-04-05,-2.1002286720211893,6.424748220269255,143.1897802569061,3.7220410015606045,4.60383867098371,2020-04
2020-04-12,11.423674659145192,7.714063985136768,143.1897802569061,3.7220410015606045,4.60383867098371,2020-04
2020-04-19,2.9922537316123075,4.731855941758107,143.1897802569061,3.7220410015606045,4.60383867098371,2020-04
2020-04-26,-1.3244137362898072,4.473829091809104,143.1897802569061,3.7220410015606045,4.60383867098371,2020-04
2020-05-03,-0.2127952297505371,4.27199467598043,50.753753971802716,-2.1858998452294554,-3.8319996861164234,2020-05
2020-05-10,3.440662819770367,2.3639098177184255,50.753753971802716,-2.1858998452294554,-3.8319996861164234,2020-05
2020-05-17,-2.281970002174236,2.976713979736122,50.753753971802716,-2.1858998452294554,-3.8319996861164234,2020-05
2020-05-24,3.153642904874852,3.7578853227054263,50.753753971802716,-2.1858998452294554,-3.8319996861164234,2020-05
2020-05-31,2.9623386739163267,1.9832341309413495,50.753753971802716,-2.1858998452294554,-3.8319996861164234,2020-05
2020-06-07,4.797781831135388,3.0749339442166903,69.71478365459258,-0.7872744643657081,-1.342887930948222,2020-06
2020-06-14,-4.896374914017525,6.397054736768862,69.71478365459258,-0.7872744643657081,-1.342887930948222,2020-06
2020-06-21,1.8384447290384403,2.160679493912012,69.71478365459258,-0.7872744643657081,-1.342887930948222,2020-06
2020-06-28,-2.9048379654133125,3.829976463722429,69.71478365459258,-0.7872744643657081,-1.342887930948222,2020-06
2020-07-05,3.9411772001976617,2.2181644541879906,17.251357666372016,-0.3864637603776387,-0.5738271287884471,2020-07
2020-07-12,1.7428657524198372,2.3829186878760376,17.251357666372016,-0.3864637603776387,-0.5738271287884471,2020-07
2020-07-19,1.2384359676668446,1.9165304101569118,17.251357666372016,-0.3864637603776387,-0.5738271287884471,2020-07
2020-07-26,-0.28259612523487154,1.7261847625511684,17.251357666372016,-0.3864637603776387,-0.5738271287884471,2020-07
2020-08-02,1.7109211233300068,1.7931436817617057,10.545315570677925,-0.7786383946205648,-1.1241049536300187,2020-08
2020-08-09,2.4209901416631623,1.211310712714431,10.545315570677925,-0.7786383946205648,-1.1241049536300187,2020-08
2020-08-16,0.6415742093192449,1.6399430197898344,10.545315570677925,-0.7786383946205648,-1.1241049536300187,2020-08
2020-08-23,0.7181649333376885,0.7338080498909157,10.545315570677925,-0.7786383946205648,-1.1241049536300187,2020-08
2020-08-30,3.2109165336664516,1.623203715575204,10.545315570677925,-0.7786383946205648,-1.1241049536300187,2020-08
2020-09-06,-2.337536850739327,4.04828130136428,46.321360743481435,-0.06412644557092657,-0.13826902179028872,2020-09
2020-09-13,-2.541238419159464,3.8796725098254634,46.321360743481435,-0.06412644557092657,-0.13826902179028872,2020-09
2020-09-20,-0.6456052413010149,2.016616210989525,46.321360743481435,-0.06412644557092657,-0.13826902179028872,2020-09
2020-09-27,-0.6349441764478152,3.288491983050073,46.321360743481435,-0.06412644557092657,-0.13826902179028872,2020-09
2020-10-04,1.503288841571423,2.1604514678743643,21.08605145868241,-0.007876949587290625,-0.2556392932636357,2020-10
2020-10-11,3.7721516461241458,3.087228658867469,21.08605145868241,-0.007876949587290625,-0.2556392932636357,2020-10
2020-10-18,0.19164533875189252,1.8752718896583995,21.08605145868241,-0.007876949587290625,-0.2556392932636357,2020-10
2020-10-25,-0.5301389882631007,1.8359944066816485,21.08605145868241,-0.007876949587290625,-0.2556392932636357,2020-10
2020-11-01,-5.804740894960776,4.40671604846777,43.80186858186516,-0.9372937877460067,-1.712964222973945,2020-11
2020-11-08,7.067872342108866,3.6169957039619125,43.80186858186516,-0.9372937877460067,-1.712964222973945,2020-11
2020-11-15,2.134382304769261,2.187912137901631,43.80186858186516,-0.9372937877460067,-1.712964222973945,2020-11
2020-11-22,-0.7730981191482038,1.8826550316099724,43.80186858186516,-0.9372937877460067,-1.712964222973945,2020-11
