"","GARCH_MIDAS","RV"
"126",3.80686929653358,3.34815852597633
"127",3.05136444881371,3.150376958729
"128",2.72542607455041,2.7749138147236
"129",2.57292231142232,3.40478802087124
"130",2.26392401327236,2.61066534315763
"131",2.01517407754603,4.22254514863341
"132",2.45420050948079,3.57669764066033
"133",2.70105918000007,2.25255982769129
"134",2.25046447530405,2.23480300370847
"135",1.91376950550634,1.85711910013929
"136",1.84921026167551,2.39630138309051
"137",2.15568053828767,3.55880492566633
"138",2.63467571449795,5.3059849275555
"139",3.01078916017303,4.76578952528291
"140",2.78710781417736,4.35887826252396
"141",2.67403467921532,4.63559544811504
"142",2.95945678548162,3.84443466404653
"143",3.00851137129747,2.64810296181805
"144",2.53798289149788,4.08698226214259
"145",3.61839521589687,5.37108671161186
"146",4.89619774824601,3.97848772789759
"147",4.77916620845224,2.47196710495208
"148",3.99126008727528,1.53801996455413
"149",3.32453454008801,2.47260861840969
"150",2.73757717526045,3.21257035967211
"151",2.33076836197996,3.38774706479119
"152",2.17158161932764,1.72255900038091
"153",1.84083670978515,2.75487370745814
"154",1.76142489137903,1.56746782687919
"155",1.72716368989232,4.30302676887452
"156",2.87178498895659,1.88354313952468
"157",3.40106427374299,2.49054777342227
"158",3.16520082127499,4.75117220474216
"159",3.75851725423495,2.91043978129869
"160",4.43469395741537,3.43289742887356
"161",4.39560729493865,4.97739064922189
"162",3.78953848339877,3.66167131215084
"163",3.18617042424458,3.83472894247499
"164",2.91522273198163,3.29233525742505
"165",2.5627023286513,3.1783724547659
"166",2.94846358303377,5.96578372885861
"167",3.57410989942169,1.60188155596064
"168",3.28331564106419,1.5229648964344
"169",2.2246116238088,3.4291805636794
"170",1.92056403883801,2.5503643300723
"171",2.57878631327559,3.24501607499183
"172",2.87198904209047,2.33860217080622
"173",2.5644873883889,2.16528981441182
